*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],sameAs[0],*status,instructionNumber,has element type
has etcher collective agent,rdam:etcherCollectiveAgent.en,"Relates a manifestation to a collective agent who is responsible for manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",,,,,,,,,,,etcher collective agent,"A collective agent who is responsible for manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",rdam:P30385,property,rdac:C10007,rdam:P30390,rdam:P30076,,Published,,2
has etcher corporate body,rdam:etcherCorporateBody.en,"Relates a manifestation to a corporate body who is responsible for manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",,,,,,,,,,,etcher corporate body,"A corporate body who is responsible for manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",rdam:P30414,property,rdac:C10007,rdam:P30419,rdam:P30385,,Published,,2
has etcher family,rdam:etcherFamily.en,"Relates a manifestation to a family who is responsible for manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",,,,,,,,,,,etcher family,"A family who is responsible for manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",rdam:P30443,property,rdac:C10007,rdam:P30448,rdam:P30385,,Published,,2
has etcher person,rdam:etcherPerson.en,"Relates a manifestation to a person who is responsible for manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",,,,,,,,,,,etcher person,"A person who is responsible for manufacturing a manifestation by subjecting metal, glass, or some other surface used for printing, to acid or another corrosive substance.",rdam:P30356,property,rdac:C10007,rdam:P30361,rdam:P30076,,Published,,2
is evaluation of (manifestation) (Deprecated),rdam:evaluationOfManifestation.en,Relates a work to a manifestation that is examined or judged. (Deprecated),,,,,,,,,,,evaluation of (manifestation) (Deprecated),A manifestation that is examined or judged. (Deprecated),rdam:P30034,property,rdac:C10001,rdam:P30023,,,Deprecated,,
has exemplar of manifestation,rdam:exemplarOfManifestation.en,Relates a manifestation to an item that is a single instance of a manifestation.,,,,,,,,,,,exemplar of manifestation,An item that is a single instance of a manifestation.,rdam:P30103,property,rdac:C10007,rdam:P30140,,,Published,17.11,3
has expression manifested,rdam:expressionManifested.en,Relates a manifestation to an expression that is embodied by a manifestation.,,,,,,,,,,,expression manifested,An expression that is embodied by a manifestation.,rdam:P30139,property,rdac:C10007,rdam:P30266,,,Published,17.1,3
has extent of cartographic resource (Deprecated),rdam:extentOfCartographicResource.en,Relates a manifestation to the number and type of units and/or subunits making up a cartographic resource. (Deprecated),,,,,,,,,,,extent of cartographic resource (Deprecated),The number and type of units and/or subunits making up a cartographic resource. (Deprecated),rdam:P30177,property,rdac:C10007,rdam:P30182,,,Deprecated,3/4/2002,
has extent of manifestation,rdam:extentOfManifestation.en,Relates a manifestation to a number and type of unit or subunit of a manifestation.,,extent,,,,,,,,,extent of manifestation,A number and type of unit or subunit of a manifestation.,rdam:P30182,property,rdac:C10007,,,,Published,3.4,6
has extent of notated music (Deprecated),rdam:extentOfNotatedMusic.en,"Relates a manifestation to the number and type of units and/or subunits making up a resource consisting of notated music, with or without accompanying text and/or illustrations. (Deprecated)",,,,,,,,,,,extent of notated music (Deprecated),"The number and type of units and/or subunits making up a resource consisting of notated music, with or without accompanying text and/or illustrations. (Deprecated)",rdam:P30178,property,rdac:C10007,rdam:P30182,,,Deprecated,3/4/2003,
has extent of still image (Deprecated),rdam:extentOfStillImage.en,Relates a manifestation to the number and type of units and/or subunits making up a resource consisting of one or more still images. (Deprecated),,,,,,,,,,,extent of still image (Deprecated),The number and type of units and/or subunits making up a resource consisting of one or more still images. (Deprecated),rdam:P30179,property,rdac:C10007,rdam:P30182,,,Deprecated,3/4/2004,
has extent of text (Deprecated),rdam:extentOfText.en,"Relates a manifestation to the number and type of units and/or subunits making up a resource consisting of text, with or without accompanying illustrations. (Deprecated)",,,,,,,,,,,extent of text (Deprecated),"The number and type of units and/or subunits making up a resource consisting of text, with or without accompanying illustrations. (Deprecated)",rdam:P30181,property,rdac:C10007,rdam:P30182,,,Deprecated,3/4/2005,
has extent of three-dimensional form (Deprecated),rdam:extentOfThreeDimensionalForm.en,Relates a manifestation to the number and type of units and/or subunits making up a resource consisting of one or more three-dimensional forms. (Deprecated),,,,,,,,,,,extent of three-dimensional form (Deprecated),The number and type of units and/or subunits making up a resource consisting of one or more three-dimensional forms. (Deprecated),rdam:P30180,property,rdac:C10007,rdam:P30182,,,Deprecated,3/4/2006,
is facsimile of item of,rdam:facsimileOfItemOf.en,Relates a manifestation to an item that is used as the basis for an exact reproduction.,,,,,,,,,,,facsimile of item of,An item that is used as the basis for an exact reproduction.,rdam:P30300,property,rdac:C10007,rdam:P30303,,,Published,,2
has facsimile of manifestation,rdam:facsimileOfManifestation.en,Relates a manifestation to a manifestation that exactly reproduces another manifestation.,,facimile (manifestation),,,,,,,,,facsimile of manifestation,A manifestation that exactly reproduces another manifestation.,rdam:P30031,property,rdac:C10007,rdam:P30039,,,Published,24.5,2
is facsimile of manifestation of,rdam:facsimileOfManifestationOf.en,Relates a manifestation to a manifestation that is used as the basis for an exact reproduction.,,,,,,,,,,,facsimile of manifestation of,A manifestation that is used as the basis for an exact reproduction.,rdam:P30047,property,rdac:C10007,rdam:P30043,,,Published,24.5,2
has facsimile part,rdam:facsimilePart.en,Relates a manifestation to a manifestation that is exactly reproduced as a part of another manifestation.,,facsimile container of,,,,,,,,,facsimile part,A manifestation that is exactly reproduced as a part of another manifestation.,rdam:P30046,property,rdac:C10007,rdam:P30033,,,Published,24.5,2
is facsimile part of,rdam:facsimilePartOf.en,Relates a manifestation to a manifestation that is a part manifestation that exactly reproduces another manifestation.,,facsimile contained in,,,,,,,,,facsimile part of,A manifestation that is a part manifestation that exactly reproduces another manifestation.,rdam:P30019,property,rdac:C10007,rdam:P30020,,,Published,24.5,2
has file size,rdam:fileSize.en,Relates a manifestation to a number of bytes in a digital file.,,,,,,,,,,,file size,A number of bytes in a digital file.,rdam:P30183,property,rdac:C10007,rdam:P30124,,,Published,3.19.4,6
has file type,rdam:fileType.en,Relates a manifestation to a general type of data content encoded in a computer file.,,,,,,,,,,,file type,A general type of data content encoded in a computer file.,rdam:P30018,property,rdac:C10007,rdam:P30124,,,Published,3.19.2,4
has film distributor agent,rdam:filmDistributorAgent.en,Relates a manifestation to an agent who is responsible for distributing a moving image manifestation to theatres or other distribution channels.,,film distributor,,,,,,,,,film distributor agent,An agent who is responsible for distributing a moving image manifestation to theatres or other distribution channels.,rdam:P30068,property,rdac:C10007,rdam:P30080,,,Published,18.5,2
has film distributor collective agent,rdam:filmDistributorCollectiveAgent.en,Relates a manifestation to a collective agent who is responsible for distributing a moving image manifestation to theatres or other distribution channels.,,,,,,,,,,,film distributor collective agent,A collective agent who is responsible for distributing a moving image manifestation to theatres or other distribution channels.,rdam:P30377,property,rdac:C10007,rdam:P30388,rdam:P30068,,Published,,2
