*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
has subject corporate body,rdaw:subjectCorporateBody.en,Relates a work to a corporate body whom a work is about.,,,,,,subject corporate body,A corporate body whom a work is about.,rdaw:P10263,property,rdac:C10001,rdaw:P10314,rdaw:P10320,Published,,2,
is subject work of,rdaw:subjectWorkOf.en,Relates a work to a work that is about a work.,,subject of (work),,,,subject work of,A work that is about a work.,rdaw:P10264,property,rdac:C10001,rdaw:P10198,rdax:P00014,Published,,2,
is description of item,rdaw:descriptionOfItem.en,Relates a work to an item that is described by a work.,,,,,,description of item,An item that is described by a work.,rdaw:P10265,property,rdac:C10001,rdaw:P10260,rdaw:P10360,Published,23.5,2,
is analysis of item,rdaw:analysisOfItem.en,Relates a work to an item whose structure is described by a work.,,,,,,analysis of item,An item whose structure is described by a work.,rdaw:P10266,property,rdac:C10001,rdaw:P10265,,Published,23.5,2,
is evaluation of item (Deprecated),rdaw:evaluationOfItem.en,Relates a work to an item that is examined or judged. (Deprecated),,,,,,evaluation of item (Deprecated),An item that is examined or judged. (Deprecated),rdaw:P10267,property,rdac:C10001,rdaw:P10265,,Deprecated,23.5,2,
is review of item (Deprecated),rdaw:reviewOfItem.en,Relates a work to an item used as a basis for a brief evaluation. (Deprecated),,,,,,review of item (Deprecated),An item used as a basis for a brief evaluation. (Deprecated),rdaw:P10268,property,rdac:C10001,rdaw:P10265,,Deprecated,23.5,2,
is critique of item (Deprecated),rdaw:critiqueOfItem.en,Relates a work to an item used as a basis for a critical evaluation. (Deprecated),,,,,,critique of item (Deprecated),An item used as a basis for a critical evaluation. (Deprecated),rdaw:P10269,property,rdac:C10001,rdaw:P10265,,Deprecated,23.5,2,
is commentary on item,rdaw:commentaryOnItem.en,Relates a work to an item used as a basis for a set of explanatory or critical notes.,,,,,,commentary on item,An item used as a basis for a set of explanatory or critical notes.,rdaw:P10270,property,rdac:C10001,rdaw:P10265,,Published,23.5,2,
is description of manifestation,rdaw:descriptionOfManifestation.en,Relates a work to a manifestation that is described by a work.,,,,,,description of manifestation,A manifestation that is described by a work.,rdaw:P10271,property,rdac:C10001,rdaw:P10259,rdaw:P10360,Published,23.5,2,
is analysis of manifestation,rdaw:analysisOfManifestation.en,Relates a work to a manifestation whose structure is described by a work.,,,,,,analysis of manifestation,A manifestation whose structure is described by a work.,rdaw:P10272,property,rdac:C10001,rdaw:P10271,,Published,23.5,2,
is evaluation of manifestation,rdaw:evaluationOfManifestation.en,Relates a work to a manifestation that is examined or judged by a work.,,,,,,evaluation of manifestation,A manifestation that is examined or judged by a work.,rdaw:P10273,property,rdac:C10001,rdaw:P10259,,Published,23.5,2,
is review of manifestation,rdaw:reviewOfManifestation.en,Relates a work to a manifestation that is briefly evaluated by a work.,,,,,,review of manifestation,A manifestation that is briefly evaluated by a work.,rdaw:P10274,property,rdac:C10001,rdaw:P10273,,Published,23.5,2,
is critique of manifestation,rdaw:critiqueOfManifestation.en,Relates a work to a manifestation that is critically evaluated by a work.,,,,,,critique of manifestation,A manifestation that is critically evaluated by a work.,rdaw:P10275,property,rdac:C10001,rdaw:P10273,,Published,23.5,2,
is commentary on manifestation,rdaw:commentaryOnManifestation.en,Relates a work to a manifestation used as a basis for a set of explanatory or critical notes.,,,,,,commentary on manifestation,A manifestation used as a basis for a set of explanatory or critical notes.,rdaw:P10276,property,rdac:C10001,rdaw:P10271,,Published,23.5,2,
is description of expression,rdaw:descriptionOfExpression.en,Relates a work to an expression that is described by a work.,,,,,,description of expression,An expression that is described by a work.,rdaw:P10277,property,rdac:C10001,rdaw:P10258,rdaw:P10360,Published,23.5,2,
is analysis of expression,rdaw:analysisOfExpression.en,Relates a work to an expression whose structure is described by a work.,,,,,,analysis of expression,An expression whose structure is described by a work.,rdaw:P10278,property,rdac:C10001,rdaw:P10277,,Published,23.5,2,
is evaluation of expression,rdaw:evaluationOfExpression.en,Relates a work to an expression that is examined or judged by a work.,,,,,,evaluation of expression,An expression that is examined or judged by a work.,rdaw:P10279,property,rdac:C10001,rdaw:P10258,,Published,23.5,2,
is review of expression,rdaw:reviewOfExpression.en,Relates a work to an expression that is briefly evaluated by a work.,,,,,,review of expression,An expression that is briefly evaluated by a work.,rdaw:P10280,property,rdac:C10001,rdaw:P10279,,Published,23.5,2,
is critique of expression,rdaw:critiqueOfExpression.en,Relates a work to an expression that is critically evaluated by a work.,,,,,,critique of expression,An expression that is critically evaluated by a work.,rdaw:P10281,property,rdac:C10001,rdaw:P10279,,Published,23.5,2,
is commentary on expression,rdaw:commentaryOnExpression.en,Relates a work to an expression used as a basis for a set of explanatory or critical notes.,,,,,,commentary on expression,An expression used as a basis for a set of explanatory or critical notes.,rdaw:P10282,property,rdac:C10001,rdaw:P10277,,Published,23.5,2,
is subject of (Deprecated),rdaw:subjectOf.en,Relates an entity to a work that is about an entity. (Deprecated),,,,,,subject of (Deprecated),A work that is about a topic. (Deprecated),rdaw:P10283,property,,,,Deprecated,,2,
has degree committee member,rdaw:degreeCommitteeMember.en,Relates a work to a person who serves on a committee that supervises a thesis or dissertation of a student.,,,,,,degree committee member,A person who serves on a committee that supervises a thesis or dissertation of a student.,rdaw:P10284,property,rdac:C10001,rdaw:P10437,,Published,18.5,2,
has defendant corporate body,rdaw:defendantCorporateBody.en,Relates a work to a corporate body who is accused in a criminal proceeding or sued in a civil proceeding.,,,,,,defendant corporate body,A corporate body who is accused in a criminal proceeding or sued in a civil proceeding.,rdaw:P10285,property,rdac:C10001,rdaw:P10531,,Published,18.5,2,
has defendant person,rdaw:defendantPerson.en,Relates a work to a person who is accused in a criminal proceeding or sued in a civil proceeding.,,,,,,defendant person,A person who is accused in a criminal proceeding or sued in a civil proceeding.,rdaw:P10286,property,rdac:C10001,rdaw:P10437,,Published,18.5,2,
has commissioning agent,rdaw:commissioningAgent.en,Relates a work to an agent who is responsible for commissioning a work.,,commissioning body,,,,commissioning agent,An agent who is responsible for commissioning a work.,rdaw:P10287,property,rdac:C10001,rdaw:P10311,,Published,18.5,2,
is oratorio adaptation of work,rdaw:oratorioAdaptationOfWork.en,Relates a work to a work that is adapted as an oratorio.,,,,,,oratorio adaptation of work,A work that is adapted as an oratorio.,rdaw:P10288,property,rdac:C10001,rdaw:P10142,,Published,24.5,2,
is adapted as oratorio work,rdaw:adaptedAsOratorioWork.en,Relates a work to a work that is an oratorio that is based on another work.,,,,,,adapted as oratorio work,A work that is an oratorio that is based on another work.,rdaw:P10289,property,rdac:C10001,rdaw:P10155,,Published,24.5,2,
is inspired by,rdaw:inspiredBy.en,Relates a work to a work that serves as the inspiration for a related work.,,,,,,inspired by,A work that serves as the inspiration for a related work.,rdaw:P10290,property,rdac:C10001,rdaw:P10198,,Published,24.5,2,
is inspiration for,rdaw:inspirationFor.en,Relates a work to a work that is inspired by a related work.,,,,,,inspiration for,A work that is inspired by a related work.,rdaw:P10291,property,rdac:C10001,rdaw:P10198,,Published,24.5,2,
has participant in treaty,rdaw:participantInTreaty.en,"Relates a work to a corporate body who has signed, ratified, or acceded to a treaty.",,,,,,participant in treaty,"A corporate body who has signed, ratified, or acceded to a treaty.",rdaw:P10292,property,rdac:C10001,rdaw:P10531,,Published,18.5,2,
has researcher agent,rdaw:researcherAgent.en,Relates a work to an agent who does research in support of the creation of a work.,,researcher,,,,researcher agent,An agent who does research in support of the creation of a work.,rdaw:P10293,property,rdac:C10001,rdaw:P10065,,Published,18.5,2,
has commemoration,rdaw:commemoration.en,Relates a work to a work that is created to commemorate an earlier work.,,,,,,commemoration,A work that is created to commemorate an earlier work.,rdaw:P10294,property,rdac:C10001,rdaw:P10198,,Published,24.5,2,
is commemoration of,rdaw:commemorationOf.en,Relates a work to a work that is commemorated in a later work.,,,,,,commemoration of,A work that is commemorated in a later work.,rdaw:P10295,property,rdac:C10001,rdaw:P10198,,Published,24.5,2,
has referential work relationship with (Deprecated),rdaw:referentialWorkRelationship.en,Relates a work to a work that references another work. (Deprecated),,,,,,referential work relationship (Deprecated),A work that references another work. (Deprecated),rdaw:P10296,property,rdac:C10001,rdaw:P10198,,Deprecated,24.5,,
has organizer agent,rdaw:organizerAgent.en,"Relates a work to an agent who organizes a conference, exhibition, or other event that gives rise to a work.",,organizer,,,,organizer agent,"An agent who organizes a conference, exhibition, or other event that gives rise to a work.",rdaw:P10297,property,rdac:C10001,rdaw:P10065,,Published,18.5,2,
